time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050115:1910,0.0,0.0,0.0,0.0,0.0,-1.02,2.83,0.0
20050115:2010,0.0,0.0,0.0,0.0,0.0,-1.52,2.69,0.0
20050115:2110,0.0,0.0,0.0,0.0,0.0,-2.12,2.55,0.0
20050115:2210,0.0,0.0,0.0,0.0,0.0,-2.7,2.48,0.0
20050115:2310,0.0,0.0,0.0,0.0,0.0,-3.36,2.41,0.0
20050116:0010,0.0,0.0,0.0,0.0,0.0,-4.36,2.21,0.0
20050116:0110,0.0,0.0,0.0,0.0,0.0,-5.28,2.07,0.0
20050116:0210,0.0,0.0,0.0,0.0,0.0,-3.69,2.0,0.0
20050116:0310,0.0,0.0,0.0,0.0,0.0,-4.2,2.0,0.0
20050116:0410,0.0,0.0,0.0,0.0,0.0,-4.6,1.93,0.0
20050116:0510,0.0,0.0,0.0,0.0,0.0,-4.88,2.0,0.0
20050116:0610,0.0,0.0,0.0,0.0,0.0,-5.06,1.93,0.0
20050116:0710,200.68,187.19,40.24,1.82,7.35,-4.41,1.72,0.0
20050116:0810,371.83,334.89,81.65,5.74,14.24,-1.72,1.66,0.0
20050116:0910,398.17,377.49,75.43,9.23,19.23,0.01,2.07,0.0
20050116:1010,302.59,292.83,68.1,11.16,21.87,1.04,2.48,0.0
20050116:1110,139.61,149.36,54.73,11.45,21.87,1.47,2.76,0.0
20050116:1210,34.65,0.0,51.98,1.96,19.23,1.55,2.9,0.0
20050116:1310,34.71,0.0,51.98,1.96,14.24,1.23,2.97,0.0
20050116:1410,17.83,0.0,31.81,1.2,7.35,0.49,2.55,0.0
20050116:1510,0.0,0.0,0.0,0.0,-0.94,-0.82,2.21,0.0
20050116:1610,0.0,0.0,0.0,0.0,0.0,-2.01,1.93,0.0
20050116:1710,0.0,0.0,0.0,0.0,0.0,-3.05,1.72,0.0
20050116:1810,0.0,0.0,0.0,0.0,0.0,-4.07,1.52,0.0
20050116:1910,0.0,0.0,0.0,0.0,0.0,-3.96,1.38,0.0
20050116:2010,0.0,0.0,0.0,0.0,0.0,-3.92,1.31,0.0
20050116:2110,0.0,0.0,0.0,0.0,0.0,-3.87,1.24,0.0
20050116:2210,0.0,0.0,0.0,0.0,0.0,-4.07,1.31,0.0
20050116:2310,0.0,0.0,0.0,0.0,0.0,-3.9,1.24,0.0
20050117:0010,0.0,0.0,0.0,0.0,0.0,-3.36,1.1,0.0
20050117:0110,0.0,0.0,0.0,0.0,0.0,-3.26,0.97,0.0
20050117:0210,0.0,0.0,0.0,0.0,0.0,-3.23,0.9,0.0
20050117:0310,0.0,0.0,0.0,0.0,0.0,-3.45,0.9,0.0
20050117:0410,0.0,0.0,0.0,0.0,0.0,-4.18,1.03,0.0
20050117:0510,0.0,0.0,0.0,0.0,0.0,-4.53,1.1,0.0
20050117:0610,0.0,0.0,0.0,0.0,0.0,-4.56,1.1,0.0
20050117:0710,205.33,189.79,41.9,1.87,7.47,-5.35,1.31,0.0
20050117:0810,343.9,296.08,91.8,5.56,14.38,-2.41,0.41,0.0
20050117:0910,377.87,351.81,85.04,8.99,19.39,-0.12,0.07,0.0
20050117:1010,293.39,276.23,76.77,10.9,22.05,0.91,0.48,0.0
20050117:1110,140.66,152.62,53.43,11.51,22.07,1.5,0.76,0.0
20050117:1210,40.65,0.0,58.96,2.23,19.43,1.72,0.76,0.0
20050117:1310,25.32,0.0,41.12,1.55,14.44,1.6,0.62,0.0
20050117:1410,17.14,0.0,31.03,1.17,7.56,1.09,0.76,0.0
20050117:1510,0.0,0.0,0.0,0.0,-0.74,-0.03,0.97,0.0
20050117:1610,0.0,0.0,0.0,0.0,0.0,-0.81,0.55,0.0
20050117:1710,0.0,0.0,0.0,0.0,0.0,-1.24,0.41,0.0
20050117:1810,0.0,0.0,0.0,0.0,0.0,-1.99,0.9,0.0
20050117:1910,0.0,0.0,0.0,0.0,0.0,-4.31,1.1,0.0
20050117:2010,0.0,0.0,0.0,0.0,0.0,-5.14,1.24,0.0
20050117:2110,0.0,0.0,0.0,0.0,0.0,-5.42,1.17,0.0
20050117:2210,0.0,0.0,0.0,0.0,0.0,-5.49,1.1,0.0
20050117:2310,0.0,0.0,0.0,0.0,0.0,-5.62,1.03,0.0
20050118:0010,0.0,0.0,0.0,0.0,0.0,-5.96,1.1,0.0
20050118:0110,0.0,0.0,0.0,0.0,0.0,-6.37,1.17,0.0
20050118:0210,0.0,0.0,0.0,0.0,0.0,-6.52,1.17,0.0
20050118:0310,0.0,0.0,0.0,0.0,0.0,-6.66,1.17,0.0
20050118:0410,0.0,0.0,0.0,0.0,0.0,-6.76,1.24,0.0
20050118:0510,0.0,0.0,0.0,0.0,0.0,-6.8,1.38,0.0
20050118:0610,0.0,0.0,0.0,0.0,0.0,-6.75,1.45,0.0
20050118:0710,161.04,140.64,43.6,1.73,7.6,-6.65,1.38,0.0
20050118:0810,319.88,259.87,97.92,5.36,14.52,-3.72,0.69,0.0
20050118:0910,368.6,327.63,95.42,8.82,19.56,-0.51,0.41,0.0
20050118:1010,296.53,280.25,75.85,10.98,22.24,0.85,0.48,0.0
20050118:1110,143.03,155.89,52.84,11.6,22.27,1.7,0.62,0.0
20050118:1210,41.22,0.0,59.73,2.26,19.65,2.19,0.62,0.0
20050118:1310,32.45,0.0,49.65,1.87,14.66,2.25,0.41,0.0
20050118:1410,17.08,0.0,31.03,1.17,7.77,1.73,0.69,0.0
20050118:1510,0.0,0.0,0.0,0.0,-0.54,0.5,1.03,0.0
20050118:1610,0.0,0.0,0.0,0.0,0.0,-1.89,1.38,0.0
20050118:1710,0.0,0.0,0.0,0.0,0.0,-3.83,1.79,0.0
20050118:1810,0.0,0.0,0.0,0.0,0.0,-4.62,1.79,0.0
20050118:1910,0.0,0.0,0.0,0.0,0.0,-5.38,1.72,0.0
20050118:2010,0.0,0.0,0.0,0.0,0.0,-5.44,2.0,0.0
20050118:2110,0.0,0.0,0.0,0.0,0.0,-5.07,2.14,0.0
20050118:2210,0.0,0.0,0.0,0.0,0.0,-4.93,2.07,0.0
20050118:2310,0.0,0.0,0.0,0.0,0.0,-5.05,1.86,0.0
20050119:0010,0.0,0.0,0.0,0.0,0.0,-5.34,1.86,0.0
20050119:0110,0.0,0.0,0.0,0.0,0.0,-5.44,1.86,0.0
20050119:0210,0.0,0.0,0.0,0.0,0.0,-5.51,1.93,0.0
20050119:0310,0.0,0.0,0.0,0.0,0.0,-5.47,1.93,0.0
20050119:0410,0.0,0.0,0.0,0.0,0.0,-5.56,1.86,0.0
20050119:0510,0.0,0.0,0.0,0.0,0.0,-5.82,1.72,0.0
20050119:0610,0.0,0.0,0.0,0.0,0.0,-5.99,1.66,0.0
20050119:0710,123.03,101.85,43.41,1.61,7.73,-5.67,1.59,0.0
20050119:0810,246.4,170.84,107.76,4.8,14.68,-2.97,0.62,0.0
20050119:0910,289.68,197.92,136.49,7.64,19.74,0.65,0.14,0.0
20050119:1010,227.14,112.94,156.17,8.49,22.44,1.89,0.83,0.0
20050119:1110,159.86,88.37,121.68,9.78,22.49,2.43,1.03,0.0
20050119:1210,99.75,0.0,124.12,4.69,19.87,2.65,1.03,0.0
20050119:1310,68.32,0.0,89.99,3.4,14.88,2.58,0.97,0.0
20050119:1410,28.58,0.0,44.99,1.7,7.98,1.74,1.1,0.0
20050119:1510,0.0,0.0,0.0,0.0,-0.33,0.76,1.24,0.0
20050119:1610,0.0,0.0,0.0,0.0,0.0,-0.92,1.03,0.0
20050119:1710,0.0,0.0,0.0,0.0,0.0,-1.03,0.76,0.0
20050119:1810,0.0,0.0,0.0,0.0,0.0,-1.13,0.34,0.0
20050119:1910,0.0,0.0,0.0,0.0,0.0,-2.04,0.62,0.0
20050119:2010,0.0,0.0,0.0,0.0,0.0,-1.97,0.48,0.0
20050119:2110,0.0,0.0,0.0,0.0,0.0,-1.77,0.14,0.0
20050119:2210,0.0,0.0,0.0,0.0,0.0,-1.87,0.07,0.0
20050119:2310,0.0,0.0,0.0,0.0,0.0,-2.01,0.14,0.0
20050120:0010,0.0,0.0,0.0,0.0,0.0,-2.25,0.41,0.0
20050120:0110,0.0,0.0,0.0,0.0,0.0,-2.99,0.62,0.0
20050120:0210,0.0,0.0,0.0,0.0,0.0,-3.51,0.69,0.0
20050120:0310,0.0,0.0,0.0,0.0,0.0,-4.11,0.97,0.0
20050120:0410,0.0,0.0,0.0,0.0,0.0,-4.62,1.1,0.0
20050120:0510,0.0,0.0,0.0,0.0,0.0,-5.13,1.17,0.0
20050120:0610,0.0,0.0,0.0,0.0,0.0,-5.29,1.45,0.0
20050120:0710,9.33,0.0,20.47,0.7,7.87,-4.29,1.59,0.0
20050120:0810,61.85,9.19,72.31,2.55,14.84,-2.36,2.0,0.0
20050120:0910,61.04,0.0,81.01,2.78,19.92,-0.66,2.97,0.0
20050120:1010,47.64,0.0,66.51,2.28,22.65,0.28,3.79,0.0
20050120:1110,47.56,0.0,66.51,2.28,22.71,0.66,4.07,0.0
20050120:1210,57.06,0.0,76.8,2.9,20.09,0.79,4.14,0.0
20050120:1310,65.66,0.0,86.11,3.25,15.1,0.64,4.21,0.0
20050120:1410,11.21,0.0,23.27,0.88,8.2,0.23,3.72,0.0
20050120:1510,0.0,0.0,0.0,0.0,-0.12,-0.43,3.93,0.0
20050120:1610,0.0,0.0,0.0,0.0,0.0,-0.73,4.14,0.0
20050120:1710,0.0,0.0,0.0,0.0,0.0,-0.75,4.34,0.0
20050120:1810,0.0,0.0,0.0,0.0,0.0,-0.61,4.55,0.0
20050120:1910,0.0,0.0,0.0,0.0,0.0,-0.68,4.62,0.0
20050120:2010,0.0,0.0,0.0,0.0,0.0,-0.33,4.55,0.0
20050120:2110,0.0,0.0,0.0,0.0,0.0,-0.1,4.76,0.0
20050120:2210,0.0,0.0,0.0,0.0,0.0,0.13,4.76,0.0
20050120:2310,0.0,0.0,0.0,0.0,0.0,0.39,4.83,0.0
20050121:0010,0.0,0.0,0.0,0.0,0.0,0.67,4.97,0.0
20050121:0110,0.0,0.0,0.0,0.0,0.0,0.93,5.1,0.0
20050121:0210,0.0,0.0,0.0,0.0,0.0,1.25,5.03,0.0
20050121:0310,0.0,0.0,0.0,0.0,0.0,1.4,5.03,0.0
20050121:0410,0.0,0.0,0.0,0.0,0.0,1.65,5.17,0.0
20050121:0510,0.0,0.0,0.0,0.0,0.0,1.63,5.31,0.0
20050121:0610,0.0,0.0,0.0,0.0,0.0,1.8,5.31,0.0
20050121:0710,14.67,4.51,23.56,0.82,8.02,2.02,4.97,0.0
20050121:0810,39.77,0.0,57.99,1.99,15.01,1.68,4.41,0.0
20050121:0910,44.29,0.0,63.1,2.17,20.11,1.67,4.07,0.0
20050121:1010,37.57,0.0,55.43,1.9,22.86,1.47,4.28,0.0
20050121:1110,20.88,0.0,35.82,1.23,22.93,1.73,4.21,0.0
20050121:1210,14.65,0.0,27.93,1.05,20.32,1.98,4.41,0.0
20050121:1310,16.45,0.0,30.26,1.14,15.33,2.26,4.07,0.0
20050121:1410,3.18,0.0,11.64,0.44,8.42,2.23,3.24,0.0
20050121:1510,0.0,0.0,4.65,0.18,0.1,2.24,3.1,0.0
20050121:1610,0.0,0.0,0.0,0.0,0.0,1.63,2.76,0.0
20050121:1710,0.0,0.0,0.0,0.0,0.0,1.38,2.83,0.0
20050121:1810,0.0,0.0,0.0,0.0,0.0,0.76,2.76,0.0
20050121:1910,0.0,0.0,0.0,0.0,0.0,0.04,2.55,0.0
20050121:2010,0.0,0.0,0.0,0.0,0.0,-0.76,2.21,0.0
20050121:2110,0.0,0.0,0.0,0.0,0.0,-1.42,2.07,0.0
20050121:2210,0.0,0.0,0.0,0.0,0.0,-1.86,2.0,0.0
20050121:2310,0.0,0.0,0.0,0.0,0.0,-2.39,2.14,0.0
20050122:0010,0.0,0.0,0.0,0.0,0.0,-2.79,2.21,0.0
20050122:0110,0.0,0.0,0.0,0.0,0.0,-2.72,2.28,0.0
20050122:0210,0.0,0.0,0.0,0.0,0.0,-2.65,2.34,0.0
20050122:0310,0.0,0.0,0.0,0.0,0.0,-2.66,2.48,0.0
20050122:0410,0.0,0.0,0.0,0.0,0.0,-2.05,2.62,0.0
20050122:0510,0.0,0.0,0.0,0.0,0.0,-1.72,2.76,0.0
20050122:0610,0.0,0.0,0.0,0.0,0.0,-1.73,2.62,0.0
20050122:0710,0.27,0.0,5.97,0.21,8.17,-1.66,2.55,0.0
20050122:0810,32.72,0.0,49.46,1.7,15.18,-0.82,2.41,0.0
20050122:0910,117.12,17.47,123.95,4.51,20.31,-0.08,2.83,0.0
20050122:1010,90.11,0.94,111.78,3.87,23.08,0.47,3.24,0.0
20050122:1110,156.4,22.99,164.94,7.09,23.16,0.84,3.79,0.0
20050122:1210,35.34,0.0,52.75,1.99,20.56,1.57,3.31,0.0
20050122:1310,8.3,0.0,19.39,0.73,15.56,1.77,2.97,0.0
20050122:1410,18.39,0.0,32.58,1.23,8.65,1.23,2.83,0.0
20050122:1510,3.22,0.0,11.64,0.44,0.31,0.64,2.55,0.0
20050122:1610,0.0,0.0,0.0,0.0,0.0,-0.21,2.41,0.0
20050122:1710,0.0,0.0,0.0,0.0,0.0,-0.79,2.21,0.0
20050122:1810,0.0,0.0,0.0,0.0,0.0,-0.9,1.79,0.0
20050122:1910,0.0,0.0,0.0,0.0,0.0,-1.53,1.72,0.0
20050122:2010,0.0,0.0,0.0,0.0,0.0,-2.11,1.52,0.0
20050122:2110,0.0,0.0,0.0,0.0,0.0,-2.21,1.17,0.0
20050122:2210,0.0,0.0,0.0,0.0,0.0,-2.68,0.97,0.0
20050122:2310,0.0,0.0,0.0,0.0,0.0,-2.26,0.62,0.0
20050123:0010,0.0,0.0,0.0,0.0,0.0,-3.27,1.1,0.0
20050123:0110,0.0,0.0,0.0,0.0,0.0,-4.43,1.52,0.0
20050123:0210,0.0,0.0,0.0,0.0,0.0,-4.29,1.31,0.0
20050123:0310,0.0,0.0,0.0,0.0,0.0,-3.47,0.97,0.0
20050123:0410,0.0,0.0,0.0,0.0,0.0,-4.47,1.1,0.0
20050123:0510,0.0,0.0,0.0,0.0,0.0,-5.45,1.31,0.0
20050123:0610,0.0,0.0,0.0,0.0,0.0,-9.09,1.86,0.0
20050123:0710,219.87,193.01,49.78,2.17,8.32,-8.31,2.0,0.0
20050123:0810,310.85,230.29,109.77,5.48,15.36,-6.28,2.21,0.0
20050123:0910,392.97,335.31,101.81,9.23,20.52,-3.0,2.48,0.0
20050123:1010,307.44,252.65,103.48,10.95,23.3,-1.24,2.62,0.0
20050123:1110,171.76,123.87,100.93,11.01,23.4,-0.52,3.03,0.0
20050123:1210,51.21,1.1,63.22,10.19,20.8,0.05,3.1,0.0
20050123:1310,41.73,0.0,59.73,2.26,15.8,0.26,3.03,0.0
20050123:1410,36.25,0.0,53.53,2.02,8.88,0.13,2.48,0.0
20050123:1510,0.0,0.0,2.33,0.09,0.54,-0.66,2.0,0.0
20050123:1610,0.0,0.0,0.0,0.0,0.0,-1.68,2.07,0.0
20050123:1710,0.0,0.0,0.0,0.0,0.0,-1.89,1.93,0.0
20050123:1810,0.0,0.0,0.0,0.0,0.0,-2.17,1.72,0.0
20050123:1910,0.0,0.0,0.0,0.0,0.0,-3.08,1.79,0.0
20050123:2010,0.0,0.0,0.0,0.0,0.0,-4.32,1.93,0.0
20050123:2110,0.0,0.0,0.0,0.0,0.0,-5.62,1.93,0.0
20050123:2210,0.0,0.0,0.0,0.0,0.0,-6.95,2.0,0.0
20050123:2310,0.0,0.0,0.0,0.0,0.0,-7.34,1.93,0.0
20050124:0010,0.0,0.0,0.0,0.0,0.0,-7.82,2.0,0.0
20050124:0110,0.0,0.0,0.0,0.0,0.0,-7.75,2.07,0.0
20050124:0210,0.0,0.0,0.0,0.0,0.0,-7.82,2.14,0.0
20050124:0310,0.0,0.0,0.0,0.0,0.0,-7.7,2.14,0.0
20050124:0410,0.0,0.0,0.0,0.0,0.0,-7.22,2.14,0.0
20050124:0510,0.0,0.0,0.0,0.0,0.0,-7.21,2.21,0.0
20050124:0610,0.0,0.0,0.0,0.0,0.0,-7.38,2.28,0.0
20050124:0710,137.76,108.11,51.83,1.9,8.49,-6.08,2.0,0.0
20050124:0810,220.43,132.4,114.74,4.77,15.55,-4.32,2.07,0.0
20050124:0910,288.45,172.24,151.33,7.73,20.73,-1.91,2.34,0.0
20050124:1010,298.49,221.56,125.49,10.69,23.53,0.04,2.14,0.0
20050124:1110,174.5,130.33,99.84,11.31,23.64,0.62,1.52,0.0
20050124:1210,40.54,3.6,50.58,10.75,21.04,0.83,1.1,0.0
20050124:1310,38.12,0.0,55.86,2.11,16.04,0.8,1.1,0.0
20050124:1410,21.05,0.0,35.69,1.35,9.11,-0.23,1.31,0.0
20050124:1510,3.75,0.0,12.41,0.47,0.76,-1.91,1.86,0.0
20050124:1610,0.0,0.0,0.0,0.0,0.0,-3.87,1.59,0.0
20050124:1710,0.0,0.0,0.0,0.0,0.0,-5.71,2.0,0.0
20050124:1810,0.0,0.0,0.0,0.0,0.0,-7.45,2.21,0.0
20050124:1910,0.0,0.0,0.0,0.0,0.0,-8.17,2.0,0.0
20050124:2010,0.0,0.0,0.0,0.0,0.0,-8.35,1.86,0.0
20050124:2110,0.0,0.0,0.0,0.0,0.0,-8.57,1.93,0.0
20050124:2210,0.0,0.0,0.0,0.0,0.0,-8.57,2.0,0.0
20050124:2310,0.0,0.0,0.0,0.0,0.0,-8.02,1.93,0.0
20050125:0010,0.0,0.0,0.0,0.0,0.0,-8.25,2.0,0.0
20050125:0110,0.0,0.0,0.0,0.0,0.0,-7.81,1.86,0.0
20050125:0210,0.0,0.0,0.0,0.0,0.0,-7.24,1.66,0.0
20050125:0310,0.0,0.0,0.0,0.0,0.0,-6.93,1.66,0.0
20050125:0410,0.0,0.0,0.0,0.0,0.0,-6.72,1.66,0.0
20050125:0510,0.0,0.0,0.0,0.0,0.0,-6.16,1.59,0.0
20050125:0610,0.0,0.0,0.0,0.0,0.0,-5.45,1.52,0.0
20050125:0710,6.3,0.0,16.2,0.56,8.66,-4.68,1.45,0.0
20050125:0810,17.87,0.0,31.55,1.08,15.74,-3.12,1.1,0.0
20050125:0910,23.25,0.0,38.37,1.32,20.94,-0.94,0.9,0.0
20050125:1010,66.72,0.0,87.83,3.02,23.77,0.45,0.48,0.0
20050125:1110,37.48,0.0,55.43,1.9,23.89,1.19,0.34,0.0
20050125:1210,36.01,0.0,53.72,1.85,21.29,1.25,0.76,0.0
20050125:1310,42.81,0.0,61.29,2.31,16.29,1.29,1.1,0.0
20050125:1410,24.1,0.0,39.56,1.49,9.35,1.09,1.24,0.0
20050125:1510,1.48,0.0,8.53,0.32,0.99,0.69,1.52,0.0
20050125:1610,0.0,0.0,0.0,0.0,0.0,0.24,1.79,0.0
20050125:1710,0.0,0.0,0.0,0.0,0.0,0.07,1.66,0.0
20050125:1810,0.0,0.0,0.0,0.0,0.0,-0.14,1.72,0.0
20050125:1910,0.0,0.0,0.0,0.0,0.0,-0.86,1.52,0.0
20050125:2010,0.0,0.0,0.0,0.0,0.0,-0.78,1.66,0.0
20050125:2110,0.0,0.0,0.0,0.0,0.0,-0.65,1.86,0.0
20050125:2210,0.0,0.0,0.0,0.0,0.0,-0.37,2.21,0.0
20050125:2310,0.0,0.0,0.0,0.0,0.0,0.07,2.83,0.0
20050126:0010,0.0,0.0,0.0,0.0,0.0,0.16,3.31,0.0
20050126:0110,0.0,0.0,0.0,0.0,0.0,-0.15,3.79,0.0
20050126:0210,0.0,0.0,0.0,0.0,0.0,-0.18,4.55,0.0
20050126:0310,0.0,0.0,0.0,0.0,0.0,-0.39,5.24,0.0
20050126:0410,0.0,0.0,0.0,0.0,0.0,-0.57,5.17,0.0
20050126:0510,0.0,0.0,0.0,0.0,0.0,-0.73,4.55,0.0
20050126:0610,0.0,0.0,0.0,0.0,0.0,-0.83,4.07,0.0
20050126:0710,2.4,0.0,10.23,0.35,8.84,-0.54,2.83,0.0
20050126:0810,26.07,0.0,41.78,1.44,15.94,-0.29,2.76,0.0
20050126:0910,19.62,0.0,34.11,1.17,21.17,0.34,2.28,0.0
20050126:1010,16.14,0.0,29.85,1.03,24.01,1.13,2.07,0.0
20050126:1110,24.4,0.0,40.08,1.38,24.14,1.42,1.79,0.0
20050126:1210,15.44,0.0,28.99,1.0,21.55,1.44,1.72,0.0
20050126:1310,8.87,0.0,20.17,0.76,16.54,1.36,1.59,0.0
20050126:1410,4.65,0.0,13.96,0.53,9.59,0.91,1.38,0.0
20050126:1510,0.0,0.0,3.88,0.15,1.22,0.35,1.24,0.0
20050126:1610,0.0,0.0,0.0,0.0,0.0,-0.24,1.1,0.0
20050126:1710,0.0,0.0,0.0,0.0,0.0,-0.81,1.03,0.0
20050126:1810,0.0,0.0,0.0,0.0,0.0,-0.79,0.9,0.0
20050126:1910,0.0,0.0,0.0,0.0,0.0,-0.64,0.69,0.0
20050126:2010,0.0,0.0,0.0,0.0,0.0,-0.62,0.69,0.0
20050126:2110,0.0,0.0,0.0,0.0,0.0,-0.23,0.28,0.0
20050126:2210,0.0,0.0,0.0,0.0,0.0,-0.64,0.69,0.0
20050126:2310,0.0,0.0,0.0,0.0,0.0,-1.03,1.03,0.0
20050127:0010,0.0,0.0,0.0,0.0,0.0,-1.31,1.31,0.0
20050127:0110,0.0,0.0,0.0,0.0,0.0,-1.36,1.66,0.0
20050127:0210,0.0,0.0,0.0,0.0,0.0,-1.67,1.66,0.0
20050127:0310,0.0,0.0,0.0,0.0,0.0,-2.16,1.72,0.0
20050127:0410,0.0,0.0,0.0,0.0,0.0,-2.76,1.86,0.0
20050127:0510,0.0,0.0,0.0,0.0,0.0,-3.29,2.14,0.0
20050127:0610,0.0,0.0,0.0,0.0,0.0,-3.85,1.86,0.0
20050127:0710,10.59,0.0,22.17,0.76,9.02,-4.07,2.07,0.0
20050127:0810,18.68,0.0,32.4,1.11,16.15,-4.24,2.07,0.0
20050127:0910,33.99,0.0,50.31,1.73,21.39,-4.13,1.79,0.0
20050127:1010,46.21,0.0,63.96,2.2,24.26,-4.01,1.72,0.0
20050127:1110,63.52,0.0,82.72,2.84,24.4,-3.95,1.86,0.0
20050127:1210,15.89,0.0,28.99,1.0,21.81,-4.03,2.0,0.0
20050127:1310,13.88,0.0,26.38,1.0,16.79,-4.07,2.07,0.0
20050127:1410,3.81,0.0,12.41,0.47,9.83,-4.37,1.79,0.0
20050127:1510,0.08,0.0,5.43,0.21,1.45,-4.67,1.52,0.0
20050127:1610,0.0,0.0,0.0,0.0,0.0,-5.09,1.38,0.0
20050127:1710,0.0,0.0,0.0,0.0,0.0,-5.67,1.38,0.0
20050127:1810,0.0,0.0,0.0,0.0,0.0,-6.06,1.31,0.0
20050127:1910,0.0,0.0,0.0,0.0,0.0,-6.24,1.1,0.0
20050127:2010,0.0,0.0,0.0,0.0,0.0,-6.47,1.03,0.0
20050127:2110,0.0,0.0,0.0,0.0,0.0,-6.35,0.97,0.0
20050127:2210,0.0,0.0,0.0,0.0,0.0,-6.78,1.1,0.0
20050127:2310,0.0,0.0,0.0,0.0,0.0,-6.9,1.17,0.0
20050128:0010,0.0,0.0,0.0,0.0,0.0,-6.84,1.1,0.0
20050128:0110,0.0,0.0,0.0,0.0,0.0,-8.19,1.38,0.0
20050128:0210,0.0,0.0,0.0,0.0,0.0,-11.06,1.79,0.0
20050128:0310,0.0,0.0,0.0,0.0,0.0,-12.96,1.93,0.0
20050128:0410,0.0,0.0,0.0,0.0,0.0,-14.11,1.86,0.0
20050128:0510,0.0,0.0,0.0,0.0,0.0,-15.08,1.86,0.0
20050128:0610,0.0,0.0,0.0,0.0,0.0,-15.9,1.86,0.0
20050128:0710,39.41,16.3,38.38,1.35,9.21,-12.75,1.79,0.0
20050128:0810,91.72,19.68,91.46,3.28,16.36,-7.7,1.17,0.0
20050128:0910,113.34,11.43,123.7,4.42,21.63,-5.15,0.48,0.0
20050128:1010,54.66,0.0,73.34,2.52,24.51,-3.79,0.55,0.0
20050128:1110,53.67,0.0,72.48,2.49,24.67,-2.88,0.9,0.0
20050128:1210,75.6,0.0,96.36,3.31,22.08,-2.26,1.03,0.0
20050128:1310,13.12,0.0,25.6,0.97,17.05,-2.0,1.17,0.0
20050128:1410,11.36,0.0,23.27,0.88,10.08,-2.23,1.52,0.0
20050128:1510,0.07,0.0,5.43,0.21,1.68,-3.25,1.86,0.0
20050128:1610,0.0,0.0,0.0,0.0,0.0,-4.88,2.07,0.0
20050128:1710,0.0,0.0,0.0,0.0,0.0,-6.41,2.0,0.0
20050128:1810,0.0,0.0,0.0,0.0,0.0,-8.27,2.14,0.0
20050128:1910,0.0,0.0,0.0,0.0,0.0,-9.58,2.0,0.0
20050128:2010,0.0,0.0,0.0,0.0,0.0,-11.72,1.93,0.0
20050128:2110,0.0,0.0,0.0,0.0,0.0,-13.14,1.86,0.0
20050128:2210,0.0,0.0,0.0,0.0,0.0,-13.87,1.79,0.0
20050128:2310,0.0,0.0,0.0,0.0,0.0,-14.42,1.86,0.0
20050129:0010,0.0,0.0,0.0,0.0,0.0,-14.75,1.86,0.0
20050129:0110,0.0,0.0,0.0,0.0,0.0,-14.73,1.86,0.0
20050129:0210,0.0,0.0,0.0,0.0,0.0,-14.36,1.79,0.0
20050129:0310,0.0,0.0,0.0,0.0,0.0,-13.97,1.79,0.0
20050129:0410,0.0,0.0,0.0,0.0,0.0,-13.53,1.79,0.0
20050129:0510,0.0,0.0,0.0,0.0,0.0,-12.46,1.66,0.0
20050129:0610,0.0,0.0,0.0,0.0,0.0,-12.33,1.86,0.0
20050129:0710,2.59,0.0,10.23,0.35,9.4,-10.74,1.66,0.0
20050129:0810,38.58,0.0,54.58,1.87,16.58,-8.55,1.38,0.0
20050129:0910,76.05,0.0,95.51,3.28,21.87,-5.72,1.1,0.0
20050129:1010,48.43,0.0,66.51,2.28,24.77,-3.6,1.31,0.0
20050129:1110,53.54,0.0,72.48,2.49,24.94,-2.17,1.59,0.0
20050129:1210,38.09,0.0,55.43,1.9,22.34,-1.72,1.86,0.0
20050129:1310,27.08,0.0,42.67,1.61,17.31,-1.54,1.86,0.0
20050129:1410,13.11,0.0,25.6,0.97,10.33,-1.68,1.93,0.0
20050129:1510,1.12,0.0,7.76,0.29,1.92,-2.45,1.93,0.0
20050129:1610,0.0,0.0,0.0,0.0,0.0,-3.58,2.07,0.0
20050129:1710,0.0,0.0,0.0,0.0,0.0,-4.71,2.07,0.0
20050129:1810,0.0,0.0,0.0,0.0,0.0,-5.75,2.0,0.0
20050129:1910,0.0,0.0,0.0,0.0,0.0,-5.3,1.72,0.0
20050129:2010,0.0,0.0,0.0,0.0,0.0,-6.13,1.59,0.0
20050129:2110,0.0,0.0,0.0,0.0,0.0,-6.78,1.72,0.0
20050129:2210,0.0,0.0,0.0,0.0,0.0,-7.27,1.79,0.0
20050129:2310,0.0,0.0,0.0,0.0,0.0,-8.11,1.86,0.0
20050130:0010,0.0,0.0,0.0,0.0,0.0,-8.81,1.79,0.0
20050130:0110,0.0,0.0,0.0,0.0,0.0,-9.66,1.66,0.0
20050130:0210,0.0,0.0,0.0,0.0,0.0,-10.3,1.66,0.0
20050130:0310,0.0,0.0,0.0,0.0,0.0,-11.11,1.66,0.0
20050130:0410,0.0,0.0,0.0,0.0,0.0,-11.65,1.72,0.0
20050130:0510,0.0,0.0,0.0,0.0,0.0,-11.73,1.72,0.0
20050130:0610,0.0,0.0,0.0,0.0,0.0,-12.17,1.72,0.0
20050130:0710,55.57,27.66,44.73,1.58,9.6,-10.79,1.52,0.0
20050130:0810,132.73,45.28,107.1,3.98,16.8,-9.15,1.66,0.0
